©Çª«¦WºÙ	µ¥¯Å 	¥Í©R­È	°òÂ¦¸gÅç	±¼¸¨ª««~
Drake («CÀs)	50	3200	135	Umber Shouldermail (¶ÂªOª÷ñZ¥Ò)
Drake («CÀs)	50	3200	135	Maroon Moon (µµ¤ë)
Drake («CÀs)	50	3200	135	Brown Moon (¶À¤ë)
Drake («CÀs)	50	3200	135	Dark Calaf (¶Â§¯ºëÂ§ªA)
Drake («CÀs)	50	3200	135	Blue Lumati (ÂÅ¶Q±ÚÂ§ªA)
Drake («CÀs)	50	3200	135	Red Anakarune (¬õ¸tÄÒ¤§ªA)
Drake («CÀs)	50	3200	135	Umber Shouldermail Pants (¶ÂªOª÷¿Ç)
Drake («CÀs)	50	3200	135	Maroon Moon Pants (µµ¤ë¿Ç)
Drake («CÀs)	50	3200	135	Black Green-Lined Shoes (ºñ¬y¬P¾c)
Drake («CÀs)	50	3200	135	Red Moon Shoes (¬õ¤ë¾c)
Drake («CÀs)	50	3200	135	Gold Moon Shoes (¶À¤ë¾c)
Drake («CÀs)	50	3200	135	Dark Willow (¶Â·N§Ó¤â®M)
Drake («CÀs)	50	3200	135	Pan Lid (Áç»\)
Drake («CÀs)	50	3200	135	Kumbi Throwing-Stars (³·ªáÃð)
Drake («CÀs)	50	3200	135	Sai (µØ¤óµu¼C)
Drake («CÀs)	50	3200	135	Thorns (¥ÕÀs¤§§ú)
Drake («CÀs)	50	3200	135	Sabretooth (®æ°«©ò)
Drake («CÀs)	50	3200	135	Zeco (Âù¤Ñ´u)
Drake («CÀs)	50	3200	135	Vaulter 2000 (¼É­·¤})
Drake («CÀs)	50	3200	135	Eagle Crow (ÆN©¸)
Drake («CÀs)	50	3200	135	Dark Avarice (¶ÂÅ@µÃ)
Drake («CÀs)	50	3200	135	White Potion (¥Õ¦âÃÄ¤ô)
Drake («CÀs)	50	3200	135	Elixir (¯S®íÃÄ¤ô)
Drake («CÀs)	50	3200	135	Speed Potion (³t«×ÃÄ¤ô)
Drake («CÀs)	50	3200	135	Warrior Potion (§ðÀ»ÃÄ¤ô)
Drake («CÀs)	50	3200	135	Drake's Blood (¼ÉÀs¤§¦å)
Drake («CÀs)	50	3200	135	Drake's Meat (¼ÉÀs¤§¦×)
Drake («CÀs)	50	3200	135	Scroll for Helmet for INT 10% (ÀY²¯´¼¤O¨÷¶b10%)
Drake («CÀs)	50	3200	135	Scroll for Topwear for Defense 10% (¤W¦ç¨¾¿m¤O 10% ±²¶b)
Drake («CÀs)	50	3200	135	Drake Skull (¼ÉÀsªºÀY°©)
Drake («CÀs)	50	3200	135	Dragon Skin (Às¥Ö)
Drake («CÀs)	50	3200	135	Silver Ore (»Èªº¥ÀÄq)
Drake («CÀs)	50	3200	135	Gold Ore (¶Àª÷¥ÀÄq)
Drake («CÀs)	50	3200	135	Diamond Ore (Æp¥Û¥ÀÄq)
Croco (¶ÂÆs³½)	52	3800	170	Brown Sonata (¶À¶Â¤Ó¶§´U)
Croco (¶ÂÆs³½)	52	3800	170	Dark Golden Circlet (¶Â¶Àª÷ªk«a)
Croco (¶ÂÆs³½)	52	3800	170	Light Scorpio (¥Õ­¸¼v¤§ªA)
Croco (¶ÂÆs³½)	52	3800	170	Brown Moon (¶À¤ë)
Croco (¶ÂÆs³½)	52	3800	170	Red Calas (¬õÅ]ªk¾Ô¤h¦ç)
Croco (¶ÂÆs³½)	52	3800	170	Blue Lumati (ÂÅ¶Q±ÚÂ§ªA)
Croco (¶ÂÆs³½)	52	3800	170	Green Lumati (ºñ¶Q±ÚÂ§ªA)
Croco (¶ÂÆs³½)	52	3800	170	Black Royal Barone (µµ¦â¬Ó®a®M¸Ë)
Croco (¶ÂÆs³½)	52	3800	170	Light Scorpio Pants (¥Õ­¸¼v¤§¿Ç)
Croco (¶ÂÆs³½)	52	3800	170	Brown Moon Pants (¶À¤ë¿Ç)
Croco (¶ÂÆs³½)	52	3800	170	Bronze Pow («C»É¬Xµ·¤â®M)
Croco (¶ÂÆs³½)	52	3800	170	Wooden Legend Shield (¥j¦Ñ¤ì¬Þ)
Croco (¶ÂÆs³½)	52	3800	170	Dragon Toenail (Àsª¢µu¼C)
Croco (¶ÂÆs³½)	52	3800	170	Hall Staff (Å@ªk¤§§ú)
Croco (¶ÂÆs³½)	52	3800	170	White Potion (¥Õ¦âÃÄ¤ô)
Croco (¶ÂÆs³½)	52	3800	170	Blue Potion (ÂÅ¦âÃÄ¤ô)
Croco (¶ÂÆs³½)	52	3800	170	Elixir (¯S®íÃÄ¤ô)
Croco (¶ÂÆs³½)	52	3800	170	Scroll for Helmet for DEX 100% (ÀY²¯±Ó±¶¨÷¶b100%)
Croco (¶ÂÆs³½)	52	3800	170	Scroll for One-Handed BW for Accuracy 60% (³æ¤â´Ò©R¤¤¨÷¶b60%)
Croco (¶ÂÆs³½)	52	3800	170	Scroll for Two-Handed BW for Accuracy 60% (Âù¤â´Ò©R¤¤¨÷¶b60%)
Croco (¶ÂÆs³½)	52	3800	170	Scroll for Knuckler for ATT 60% («üªê§ðÀ»¤O 60% ±²¶b)
Croco (¶ÂÆs³½)	52	3800	170	Croco Skin (¶ÂÆs³½¥Ö)
Croco (¶ÂÆs³½)	52	3800	170	Bronze Ore («C»É¥ÀÄq)
Croco (¶ÂÆs³½)	52	3800	170	Opal Ore (³J¥Õ¥Û¥ÀÄq)
Croco (¶ÂÆs³½)	52	3800	170	Diamond Ore (Æp¥Û¥ÀÄq)
Stone Golem (¥Û¥¨¤H)	55	4000	170	Bronze Crusader Helm («C»É¤Q¦r­x´U)
Stone Golem (¥Û¥¨¤H)	55	4000	170	Bronze Identity («C»É§ÔªÌÀY¤y)
Stone Golem (¥Û¥¨¤H)	55	4000	170	Sapphire Earrings (ÂÅÄ_¥Û¦ÕÀô)
Stone Golem (¥Û¥¨¤H)	55	4000	170	Dark Shadow (¶Â·t¤§¼v)
Stone Golem (¥Û¥¨¤H)	55	4000	170	Dark Shadow (²`©]¤§¼v)
Stone Golem (¥Û¥¨¤H)	55	4000	170	Red Moon (¨ª¤ë)
Stone Golem (¥Û¥¨¤H)	55	4000	170	Green Ice Queen (ºñ¿û¥ÉñZ¥Ò)
Stone Golem (¥Û¥¨¤H)	55	4000	170	White Calas (¥ÕÅ]ªk¾Ô¤h¦ç)
Stone Golem (¥Û¥¨¤H)	55	4000	170	Red Moon Pants (¨ª¤ë¿Ç)
Stone Golem (¥Û¥¨¤H)	55	4000	170	Green Ice Queen Skirt (ºñ¿û¥É¸È)
Stone Golem (¥Û¥¨¤H)	55	4000	170	Blue Pierre Shoes (ÂÅºëÆF¾c)
Stone Golem (¥Û¥¨¤H)	55	4000	170	Green Goldwind Shoes (ºñ¶Àª÷­·)
Stone Golem (¥Û¥¨¤H)	55	4000	170	Brown Double Boots (½Å¦â±j¤Æ¥Ö¹u)
Stone Golem (¥Û¥¨¤H)	55	4000	170	Dark Knuckle (¶Â¦âªø¤â®M)
Stone Golem (¥Û¥¨¤H)	55	4000	170	Gold Cleave (¶Àª÷µs¸é¤â®M)
Stone Golem (¥Û¥¨¤H)	55	4000	170	Red Cross Shield (¬õ¤Q¦r¬ÞµP)
Stone Golem (¥Û¥¨¤H)	55	4000	170	Mokbi Throwing-Stars (¶Â¦â§Q¤b)
Stone Golem (¥Û¥¨¤H)	55	4000	170	Kumbi Throwing-Stars (³·ªáÃð)
Stone Golem (¥Û¥¨¤H)	55	4000	170	Hawkhead (²r¸V©ò)
Stone Golem (¥Û¥¨¤H)	55	4000	170	Ryden (¹p¹q)
Stone Golem (¥Û¥¨¤H)	55	4000	170	Blue Potion (ÂÅ¦âÃÄ¤ô)
Stone Golem (¥Û¥¨¤H)	55	4000	170	Elixir (¯S®íÃÄ¤ô)
Stone Golem (¥Û¥¨¤H)	55	4000	170	Mana Elixir (¬¡¤OÃÄ¤ô)
Stone Golem (¥Û¥¨¤H)	55	4000	170	Scroll for Bow for ATT 60% (¤}§ðÀ»¨÷¶b60%)
Stone Golem (¥Û¥¨¤H)	55	4000	170	Scroll for Crossbow for ATT 60% (©¸§ðÀ»¨÷¶b60%)
Stone Golem (¥Û¥¨¤H)	55	4000	170	Stone Golem Rubble (¥Û¶ô)
Stone Golem (¥Û¥¨¤H)	55	4000	170	Black Crystal Ore (¶Â¤ô´¹¥ÀÄq)
Malady (§Å±C)	55	4200	170	Yellow Duke (¶ÀÅKÀY²¯)
Malady (§Å±C)	55	4200	170	Green Distinction (ºñ¦Ðµ·µ³´U)
Malady (§Å±C)	55	4200	170	Crystal Flower Earrings (¤ô¥P¦ÕÀô)
Malady (§Å±C)	55	4200	170	Blue Jangoon Armor («Cª÷ñZ¥Ò)
Malady (§Å±C)	55	4200	170	Green Orientican (ºñ¿û¥ÉñZ¥Ò)
Malady (§Å±C)	55	4200	170	White Calaf (¥Õ§¯ºëÂ§ªA)
Malady (§Å±C)	55	4200	170	Red Lumati (¬õ¶Q±ÚÂ§ªA)
Malady (§Å±C)	55	4200	170	Black Jangoon Pants (¶Âª÷¿Ç)
Malady (§Å±C)	55	4200	170	Green Orientican Pants (ºñ¿û¥É¿Ç)
Malady (§Å±C)	55	4200	170	Green Goldrunners (ºñ¤Ñ¨Ï¾c)
Malady (§Å±C)	55	4200	170	Green Goldwind Shoes (ºñ¶Àª÷­·)
Malady (§Å±C)	55	4200	170	Gold Brist (¶Àª÷¦Xª÷¤â®M)
Malady (§Å±C)	55	4200	170	Steal Pow (¿ûÅK¬Xµ·¤â®M)
Malady (§Å±C)	55	4200	170	Brown Royce (½Å¦âÃ¹¥ì´µ¤â®M)
Malady (§Å±C)	55	4200	170	Shinkita (¯}¸H¤b)
Malady (§Å±C)	55	4200	170	Arc Staff (ºëÆFªø§ú)
Malady (§Å±C)	55	4200	170	Asianic Bow (»ñ°Ä¤§¤})
Malady (§Å±C)	55	4200	170	Olympus (¤Ñ¤})
Malady (§Å±C)	55	4200	170	Sapphire Slain (ÂÅÄ_¤â¥Ò)
Malady (§Å±C)	55	4200	170	White Potion (¥Õ¦âÃÄ¤ô)
Malady (§Å±C)	55	4200	170	Blue Potion (ÂÅ¦âÃÄ¤ô)
Malady (§Å±C)	55	4200	170	Elixir (¯S®íÃÄ¤ô)
Malady (§Å±C)	55	4200	170	Scroll for Staff for Magic ATT 60% (ªø§úÅ]¤O¨÷¶b60%)
Malady (§Å±C)	55	4200	170	Malady's Experimental Frog (§Å±Cªº«Cµì¹êÅç)
Malady (§Å±C)	55	4200	170	Dark Crystal Ore (¶Â·t¥ÀÄq)
Malady (§Å±C)	55	4200	170	The Magic Rock (Å]ªk¥Û)
Malady (§Å±C)	55	4200	170	Gold Ore (¶Àª÷¥ÀÄq)
Malady (§Å±C)	55	4200	170	Black Crystal Ore (¶Â¤ô´¹¥ÀÄq)
Skeleton Soldier (¾uÅ\¤h§L)	57	4500	190	Silver Planet (»È»s¾Ô²¯)
Skeleton Soldier (¾uÅ\¤h§L)	57	4500	190	Red Infinium Circlet (¬õ¯«¸t¤§«a)
Skeleton Soldier (¾uÅ\¤h§L)	57	4500	190	Brown Nightfox (½Å¤ÑªÅ¤§´U)
Skeleton Soldier (¾uÅ\¤h§L)	57	4500	190	Beige Patriot (¶À¥q¥O´U)
Skeleton Soldier (¾uÅ\¤h§L)	57	4500	190	Blue Orientican (ÂÅ¿û¥ÉñZ¥Ò)
Skeleton Soldier (¾uÅ\¤h§L)	57	4500	190	Light Scorpio (¥Õ­¸¼v¤§ªA)
Skeleton Soldier (¾uÅ\¤h§L)	57	4500	190	Blue Tai («C±Û­·¥Ò)
Skeleton Soldier (¾uÅ\¤h§L)	57	4500	190	Red Anakarune (¬õ¸tÄÒ¤§ªA)
Skeleton Soldier (¾uÅ\¤h§L)	57	4500	190	Blue Orientican Pants (ÂÅ¿û¥É¿Ç)
Skeleton Soldier (¾uÅ\¤h§L)	57	4500	190	Light Scorpio Pants (¥Õ­¸¼v¤§¿Ç)
Skeleton Soldier (¾uÅ\¤h§L)	57	4500	190	Brown Steel-Tip Boots (½Å¤}¤â¾c)
Skeleton Soldier (¾uÅ\¤h§L)	57	4500	190	Blue Goni Shoes (ÂÅ¹p¹q¾c)
Skeleton Soldier (¾uÅ\¤h§L)	57	4500	190	Emerald Hildon Boots (¯ª¥Àºñ±N­x¹u)
Skeleton Soldier (¾uÅ\¤h§L)	57	4500	190	Pink Goldwind Shoes (¯»¬õ¶Àª÷­·)
Skeleton Soldier (¾uÅ\¤h§L)	57	4500	190	Black Basile Boots (¶Â¦â¤Ú¦è¨½¹u)
Skeleton Soldier (¾uÅ\¤h§L)	57	4500	190	Blue Potion (ÂÅ¦âÃÄ¤ô)
Skeleton Soldier (¾uÅ\¤h§L)	57	4500	190	Elixir (¯S®íÃÄ¤ô)
Skeleton Soldier (¾uÅ\¤h§L)	57	4500	190	Scroll for Gloves for ATT 60% (¤â®M§ðÀ»¨÷¶b60%)
Skeleton Soldier (¾uÅ\¤h§L)	57	4500	190	Scroll for One-Handed BW for Accuracy 100% (³æ¤â´Ò©R¤¤¨÷¶b100%)
Skeleton Soldier (¾uÅ\¤h§L)	57	4500	190	Scroll for Wand for Magic ATT 60% (µu§úÅ]¤O¨÷¶b60%)
Skeleton Soldier (¾uÅ\¤h§L)	57	4500	190	Scroll for Staff for Magic ATT 60% (ªø§úÅ]¤O¨÷¶b60%)
Skeleton Soldier (¾uÅ\¤h§L)	57	4500	190	Scroll for Staff for Magic ATT 10% (ªø§úÅ]¤O¨÷¶b10%)
Skeleton Soldier (¾uÅ\¤h§L)	57	4500	190	Scroll for Spear for Accuracy 60% (ºj©R¤¤¨÷¶b60%)
Skeleton Soldier (¾uÅ\¤h§L)	57	4500	190	Scroll for Claw for ATT 60% (®±®M§ðÀ»¨÷¶b60%)
Skeleton Soldier (¾uÅ\¤h§L)	57	4500	190	Rib (¦Ø°©)
Skeleton Soldier (¾uÅ\¤h§L)	57	4500	190	Orihalcon Ore (µµÄq¥Û¥ÀÄq)
Skeleton Soldier (¾uÅ\¤h§L)	57	4500	190	Opal Ore (³J¥Õ¥Û¥ÀÄq)
Miner Zombie (Äq¤síL«Í)	57	4500	190	Blue Oriental Helmet (±N­x«CÀY²¯)
Miner Zombie (Äq¤síL«Í)	57	4500	190	White Guiltian (¥ÕÅ]¹D¤§´U)
Miner Zombie (Äq¤síL«Í)	57	4500	190	Brown Distinction (½Å¦Ðµ·µ³´U)
Miner Zombie (Äq¤síL«Í)	57	4500	190	Blue Seraphis (ÂÅ©M¥­¤§´U)
Miner Zombie (Äq¤síL«Í)	57	4500	190	Pansy Earrings (µµ¯ðªá¦ÕÀô)
Miner Zombie (Äq¤síL«Í)	57	4500	190	Red Jangoon Armor (¬õÂí¤ëñZ¥Ò)
Miner Zombie (Äq¤síL«Í)	57	4500	190	Purple Mystique (µµ¦¶³¶¤§¥Ò)
Miner Zombie (Äq¤síL«Í)	57	4500	190	Brown Choro (¶À¯óÅS)
Miner Zombie (Äq¤síL«Í)	57	4500	190	White Anakarune (¥Õ¸tÄÒ¤§ªA)
Miner Zombie (Äq¤síL«Í)	57	4500	190	Beige Lineros (½ÅÄÆ¶³¤§¦ç)
Miner Zombie (Äq¤síL«Í)	57	4500	190	Red Jangoon Skirt (¬õÂí¤ë¸È)
Miner Zombie (Äq¤síL«Í)	57	4500	190	Purple Mystique Pants (µµ¦¶³¶¤§¿Ç)
Miner Zombie (Äq¤síL«Í)	57	4500	190	Red Goni Shoes (¬õ¹p¹q¾c)
Miner Zombie (Äq¤síL«Í)	57	4500	190	Mithril Hildon Boots (¾YÄqÂÅ±N­x¹u)
Miner Zombie (Äq¤síL«Í)	57	4500	190	Blue Goldwind Shoes (ÂÅ¶Àª÷­·)
Miner Zombie (Äq¤síL«Í)	57	4500	190	Gold Pow (¶Àª÷¬Xµ·¤â®M)
Miner Zombie (Äq¤síL«Í)	57	4500	190	Adamantium Legend Shield (¥j¦Ñ¦¶Äq¬Þ)
Miner Zombie (Äq¤síL«Í)	57	4500	190	White Magic Cape (¥Õ¦âÅ]ªk©Ü­·)
Miner Zombie (Äq¤síL«Í)	57	4500	190	Bazlud (¨ë«Èµu¤M)
Miner Zombie (Äq¤síL«Í)	57	4500	190	White Potion (¥Õ¦âÃÄ¤ô)
Miner Zombie (Äq¤síL«Í)	57	4500	190	Blue Potion (ÂÅ¦âÃÄ¤ô)
Miner Zombie (Äq¤síL«Í)	57	4500	190	Elixir (¯S®íÃÄ¤ô)
Miner Zombie (Äq¤síL«Í)	57	4500	190	Scroll for Helmet for DEX 60% (ÀY²¯±Ó±¶¨÷¶b60%)
Miner Zombie (Äq¤síL«Í)	57	4500	190	Scroll for Topwear for Defense 10% (¤W¦ç¨¾¿m¤O 10% ±²¶b)
Miner Zombie (Äq¤síL«Í)	57	4500	190	Scroll for Topwear for STR 10% (¤W¦ç¤O¶q¨÷¶b10%)
Miner Zombie (Äq¤síL«Í)	57	4500	190	Zombie's Lost Tooth (íL«Íªº¦Ý¾¦)
Miner Zombie (Äq¤síL«Í)	57	4500	190	Zombie's Lost Gold Tooth (íL«Íªºª÷¾¦)
Miner Zombie (Äq¤síL«Í)	57	4500	190	Dexterous Crystal Ore (±Ó±¶¤ô´¹¥ÀÄq)
Miner Zombie (Äq¤síL«Í)	57	4500	190	Steel Ore (¿ûÅK¥ÀÄq)
Miner Zombie (Äq¤síL«Í)	57	4500	190	Opal Ore (³J¥Õ¥Û¥ÀÄq)
Dark Stone Golem (¶ÂÂ`¥Û¥¨¤H)	58	4800	200	Old Steel Nordic Helm (ÂÂ¿Õ°ÒÀY²¯)
Dark Stone Golem (¶ÂÂ`¥Û¥¨¤H)	58	4800	200	Green Sonata (ºñ¶Â¤Ó¶§´U)
Dark Stone Golem (¶ÂÂ`¥Û¥¨¤H)	58	4800	200	Black Maro (¶Â¶Q±Ú³n´U)
Dark Stone Golem (¶ÂÂ`¥Û¥¨¤H)	58	4800	200	Dark Identity (¶Â§ÔªÌÀY¤y)
Dark Stone Golem (¶ÂÂ`¥Û¥¨¤H)	58	4800	200	Holy Cross Earrings (¸t¤Q¦r¦ÕÀô)
Dark Stone Golem (¶ÂÂ`¥Û¥¨¤H)	58	4800	200	Maroon Jangoon Armor (µµª÷ñZ¥Ò)
Dark Stone Golem (¶ÂÂ`¥Û¥¨¤H)	58	4800	200	Red Orientican (¬õ¿û¥ÉñZ¥Ò)
Dark Stone Golem (¶ÂÂ`¥Û¥¨¤H)	58	4800	200	Purple Shadow (ªáºë¤§¼v)
Dark Stone Golem (¶ÂÂ`¥Û¥¨¤H)	58	4800	200	Dark Starlight (¶Â¬P¥úªø³T)
Dark Stone Golem (¶ÂÂ`¥Û¥¨¤H)	58	4800	200	Blue Tai («C±Û­·¥Ò)
Dark Stone Golem (¶ÂÂ`¥Û¥¨¤H)	58	4800	200	White Jangoon Pants (¥Õª÷¿Ç)
Dark Stone Golem (¶ÂÂ`¥Û¥¨¤H)	58	4800	200	Red Orientican Pants (¬õ¿û¥É¿Ç)
Dark Stone Golem (¶ÂÂ`¥Û¥¨¤H)	58	4800	200	Purple Shadow Pants (¾ðªL¤§¿Ç)
Dark Stone Golem (¶ÂÂ`¥Û¥¨¤H)	58	4800	200	Brown Pierre Shoes (½ÅºëÆF¾c)
Dark Stone Golem (¶ÂÂ`¥Û¥¨¤H)	58	4800	200	Blue Goldrunners (ÂÅ¤Ñ¨Ï¾c)
Dark Stone Golem (¶ÂÂ`¥Û¥¨¤H)	58	4800	200	Steel Brist (¿ûÅK¦Xª÷¤â®M)
Dark Stone Golem (¶ÂÂ`¥Û¥¨¤H)	58	4800	200	Dark Manute (¶Â«Ê¦L¤â®M)
Dark Stone Golem (¶ÂÂ`¥Û¥¨¤H)	58	4800	200	Black Magic Cape (¶Â¦âÅ]ªk©Ü­·)
Dark Stone Golem (¶ÂÂ`¥Û¥¨¤H)	58	4800	200	Tobi Throwing-Stars (±ö¤§Ãð)
Dark Stone Golem (¶ÂÂ`¥Û¥¨¤H)	58	4800	200	Evil Wings (Å]ÆF¤§Ál)
Dark Stone Golem (¶ÂÂ`¥Û¥¨¤H)	58	4800	200	Burning Hell (¨`¼ö¦aº»)
Dark Stone Golem (¶ÂÂ`¥Û¥¨¤H)	58	4800	200	Blue Potion (ÂÅ¦âÃÄ¤ô)
Dark Stone Golem (¶ÂÂ`¥Û¥¨¤H)	58	4800	200	Elixir (¯S®íÃÄ¤ô)
Dark Stone Golem (¶ÂÂ`¥Û¥¨¤H)	58	4800	200	Scroll for Topwear for LUK 60% (¤W¦ç©¯¹B¨÷¶b60%)
Dark Stone Golem (¶ÂÂ`¥Û¥¨¤H)	58	4800	200	Scroll for Bottomwear for Mobility 60% (¿Ç¸È²¾°Ê³t«× 60% ±²¶b)
Dark Stone Golem (¶ÂÂ`¥Û¥¨¤H)	58	4800	200	Scroll for Two-Handed Sword for ATT 60% (Âù¤â¼C§ðÀ»¤O 60% ±²¶b)
Dark Stone Golem (¶ÂÂ`¥Û¥¨¤H)	58	4800	200	Scroll for Two-Handed Axe for ATT 60% (Âù¤â©ò§ðÀ»¤O 60% ±²¶b)
Dark Stone Golem (¶ÂÂ`¥Û¥¨¤H)	58	4800	200	Scroll for Two-Handed BW for ATT 60% (Âù¤â¶w¾¹§ðÀ»¤O 60% ±²¶b)
Dark Stone Golem (¶ÂÂ`¥Û¥¨¤H)	58	4800	200	Scroll for Knuckler for ATT 10% («üªê§ðÀ»¤O 10% ±²¶b)
Dark Stone Golem (¶ÂÂ`¥Û¥¨¤H)	58	4800	200	Dark Stone Golem Rubble (¶Â¥Û¶ô)
Dark Stone Golem (¶ÂÂ`¥Û¥¨¤H)	58	4800	200	Ancient Scroll (¥j¥N¨÷¶b)
Dark Stone Golem (¶ÂÂ`¥Û¥¨¤H)	58	4800	200	Dark Crystal Ore (¶Â·t¥ÀÄq)
Dark Stone Golem (¶ÂÂ`¥Û¥¨¤H)	58	4800	200	Black Crystal Ore (¶Â¤ô´¹¥ÀÄq)
Mixed Golem (²VºØ¥Û¥¨¤H)	59	6000	210	Red Oriental Helmet (±N­xªº¬õÀY²¯)
Mixed Golem (²VºØ¥Û¥¨¤H)	59	6000	210	Brown Pilfer (½Å®üµsÀY¤y)
Mixed Golem (²VºØ¥Û¥¨¤H)	59	6000	210	Silver Identity (»È§ÔªÌÀY¤y)
Mixed Golem (²VºØ¥Û¥¨¤H)	59	6000	210	White Polyfeather Hat (¥Õ¤}¦Ð)
Mixed Golem (²VºØ¥Û¥¨¤H)	59	6000	210	Blue Orientican (ÂÅ¿û¥ÉñZ¥Ò)
Mixed Golem (²VºØ¥Û¥¨¤H)	59	6000	210	Maroon Moon (µµ¤ë)
Mixed Golem (²VºØ¥Û¥¨¤H)	59	6000	210	Light Mantis (¦Ç­¸¼v¤§ªA)
Mixed Golem (²VºØ¥Û¥¨¤H)	59	6000	210	Blue Lumati (ÂÅ¶Q±ÚÂ§ªA)
Mixed Golem (²VºØ¥Û¥¨¤H)	59	6000	210	Red Orientican Pants (¬õ¿û¥É¿Ç)
Mixed Golem (²VºØ¥Û¥¨¤H)	59	6000	210	Blue Orientican Pants (ÂÅ¿û¥É¿Ç)
Mixed Golem (²VºØ¥Û¥¨¤H)	59	6000	210	Maroon Moon Pants (µµ¤ë¿Ç)
Mixed Golem (²VºØ¥Û¥¨¤H)	59	6000	210	Light Mantis Pants (¦Ç­¸¼v¤§¿Ç)
Mixed Golem (²VºØ¥Û¥¨¤H)	59	6000	210	Green Gore Boots (ºñªáºë¾c)
Mixed Golem (²VºØ¥Û¥¨¤H)	59	6000	210	Black Basile Boots (¶Â¦â¤Ú¦è¨½¹u)
Mixed Golem (²VºØ¥Û¥¨¤H)	59	6000	210	Brown Moon Gloves (¶À¤ë¤â®M)
Mixed Golem (²VºØ¥Û¥¨¤H)	59	6000	210	Gold Manute (¶Àª÷«Ê¦L¤â®M)
Mixed Golem (²VºØ¥Û¥¨¤H)	59	6000	210	Tobi Throwing-Stars (±ö¤§Ãð)
Mixed Golem (²VºØ¥Û¥¨¤H)	59	6000	210	Evil Tale (¤õµK¤§§ú)
Mixed Golem (²VºØ¥Û¥¨¤H)	59	6000	210	White Potion (¥Õ¦âÃÄ¤ô)
Mixed Golem (²VºØ¥Û¥¨¤H)	59	6000	210	Blue Potion (ÂÅ¦âÃÄ¤ô)
Mixed Golem (²VºØ¥Û¥¨¤H)	59	6000	210	Elixir (¯S®íÃÄ¤ô)
Mixed Golem (²VºØ¥Û¥¨¤H)	59	6000	210	Scroll for Gloves for ATT 60% (¤â®M§ðÀ»¨÷¶b60%)
Mixed Golem (²VºØ¥Û¥¨¤H)	59	6000	210	Scroll for Gloves for Defense 60% (¤â®M¨¾¿m¤O 60% ±²¶b)
Mixed Golem (²VºØ¥Û¥¨¤H)	59	6000	210	Scroll for Shield for Defense 60% (¬ÞµP¨¾¿m¤O 60% ±²¶b)
Mixed Golem (²VºØ¥Û¥¨¤H)	59	6000	210	Scroll for Shield for ATT 100% (¬ÞµP§ðÀ»¤O 100% ±²¶b)
Mixed Golem (²VºØ¥Û¥¨¤H)	59	6000	210	Scroll for Bow for ATT 60% (¤}§ðÀ»¨÷¶b60%)
Mixed Golem (²VºØ¥Û¥¨¤H)	59	6000	210	Mixed Block (²VºØ¥Û¶ô)
Mixed Golem (²VºØ¥Û¥¨¤H)	59	6000	210	Gold Ore (¶Àª÷¥ÀÄq)
Mixed Golem (²VºØ¥Û¥¨¤H)	59	6000	210	Black Crystal Ore (¶Â¤ô´¹¥ÀÄq)
Red Drake (¨ªÀs)	60	6000	220	Dark Seraphis (¶Â©M¥­¤§´U)
Red Drake (¨ªÀs)	60	6000	220	Silver Identity (»È§ÔªÌÀY¤y)
Red Drake (¨ªÀs)	60	6000	220	Brown Piette (½Å¶Q±Ú¤§ªA)
Red Drake (¨ªÀs)	60	6000	220	Dark Piette (¶Â¶Q±Ú¤§ªA)
Red Drake (¨ªÀs)	60	6000	220	Marine Shadow (·É®ü¤§¼v)
Red Drake (¨ªÀs)	60	6000	220	Dark Scorpio (¶Â­¸¼v¤§ªA)
Red Drake (¨ªÀs)	60	6000	220	Mithril Platine (¾YÄq¼É­·¥Ò)
Red Drake (¨ªÀs)	60	6000	220	Red Moon (¨ª¤ë)
Red Drake (¨ªÀs)	60	6000	220	Red Calas (¬õÅ]ªk¾Ô¤h¦ç)
Red Drake (¨ªÀs)	60	6000	220	Dark Anakamoon (¶Â¯«¸tªA)
Red Drake (¨ªÀs)	60	6000	220	Dark Piette Pants (¶Â¶Q±Ú¿Ç)
Red Drake (¨ªÀs)	60	6000	220	Marine Shadow Pants (·É®ü¤§¿Ç)
Red Drake (¨ªÀs)	60	6000	220	Dark Scorpio Pants (¶Â­¸¼v¤§¿Ç)
Red Drake (¨ªÀs)	60	6000	220	Mithril Platine Pants (¾YÄq¼É­·¿Ç)
Red Drake (¨ªÀs)	60	6000	220	Red Moon Pants (¨ª¤ë¿Ç)
Red Drake (¨ªÀs)	60	6000	220	Red Mystique Pants (¬õ¦¶³¶¤§¿Ç)
Red Drake (¨ªÀs)	60	6000	220	Pink Goldrunners (¯»¬õ¤Ñ¨Ï¾c)
Red Drake (¨ªÀs)	60	6000	220	Green Gore Boots (ºñªáºë¾c)
Red Drake (¨ªÀs)	60	6000	220	Orihalcon Camel Boots (µµ¤Q¦r¾c)
Red Drake (¨ªÀs)	60	6000	220	Gold Lapiz Sandals (ª÷¤ô´¹²D¾c)
Red Drake (¨ªÀs)	60	6000	220	Blue Mystique Shoes (ÂÅÀs¥Ö¾c)
Red Drake (¨ªÀs)	60	6000	220	Red Moon Gloves (¨ª¤ë¤â®M)
Red Drake (¨ªÀs)	60	6000	220	Blue Eyes (ÂÅ¯«²´¤â®M)
